no,name,area,address,management,"localcall service",areacode
1,訊塘社區公園(公兒十),八里區,新北市八里區商港路與中山路二段路口,八里區公所,(02)26102621,65000230
2,"南山公園 (公兒三)",八里區,新北市八里區賢三街30號對面,八里區公所,(02)26102621,65000230
3,北河公園(公兒二),八里區,新北市八里區忠孝路與忠八街路口,八里區公所,(02)26102621,65000230
4,舊城公園(公兒七),八里區,新北市八里區中山路二段303巷底,八里區公所,(02)26102621,65000230
5,大崁環保公園,八里區,新北市八里區觀海大道29號對面,八里區公所,(02)26102621,65000230
6,龍源公園,八里區,新北市八里區龍形一街與龍形二街交叉處,八里區公所,(02)26102621,65000230
7,文昌公園(兒四),八里區,"中庄段1號地號 中山路二段與文昌路口",八里區公所,(02)26102621,65000230
8,狀元公園(兒五),八里區,"中庄段242號 文昌五街與狀元路口 ",八里區公所,(02)26102621,65000230
9,片仔溝公園(兒六),八里區,"中庄段282號 中華路二段258巷與中華路口",八里區公所,(02)26102621,65000230
10,商港路旁綠地(兒九),八里區,商港段25號地號商港路(中山路二段500巷底),八里區公所,(02)26102621,65000230
11,水仙公園(公六),八里區,訊塘段1號商港路與商港3路口,八里區公所,(02)26102621,65000230
12,商港公園(公七),八里區,"台北港段66號地號 商港8路與商港7路口",八里區公所,(02)26102621,65000230
13,訊庄埔公園(公八),八里區,"訊塘段10號地號 中山路三段(廖添丁廟旁)  ",八里區公所,(02)26102621,65000230
14,八里區行政大樓(公博二),八里區,"台北港段121號地號 八里大道與商港一路 ",八里區公所,(02)26102621,65000230
15,頂罟活動中心綠地(公博三),八里區,"台北港段274號地號八里大道與中山路二段     ",八里區公所,(02)26102621,65000230
16,訊塘廣場(廣場用地),八里區,"訊塘段39號地號訊塘一路與訊塘二路(廖添丁廟旁) ",八里區公所,(02)26102621,65000230
17,商港一路綠地(兒九),八里區,新北市八里區中山路二段500巷與商港一路交叉街口,八里區公所,(02)26102621,65000230
18,渡船頭公園,八里區,新北市八里區龍米路二段201巷,新北市八里區公所,(02)26102621,65000230
19,公博一公園,八里區,"台北港段123號地號 八里大道與商港三路",新北市立十三行博物館,(02)26191313,65000230
20,新北考古公園(公五),八里區,商港三路2號,新北市立十三行博物館,(02)26191313,65000230
21,兒三公園,三芝區,公正街旁,三芝區公所,(02)26362111,65000210
22,兒二公園,三芝區,長安街巷內,三芝區公所,(02)26362111,65000210
23,兒一公園,三芝區,淡金路二段43號巷內,三芝區公所,(02)26362111,65000210
24,慈生公園(遊五),三重區,三和路四段191巷78號,三重區公所,(02)29862345,65000020
25,慈祐公園(遊四),三重區,仁愛街425巷9-1號,三重區公所,(02)29862345,65000020
26,慈化公園(遊三),三重區,溪尾街327號,三重區公所,(02)29862345,65000020
27,永盛公園(公十八),三重區,車路頭街133號﹝義天宮旁﹞,三重區公所,(02)29862345,65000020
28,永豐公園(遊八),三重區,永福街197巷6-1號,三重區公所,(02)29862345,65000020
29,五華公園(遊一),三重區,仁義街228巷12號,三重區公所,(02)29862345,65000020
30,五常公園(遊二),三重區,五華街7巷30號,三重區公所,(02)29862345,65000020
31,永福公園(遊七),三重區,力行路二段162巷55號,三重區公所,(02)29862345,65000020
32,慈愛公園(公十五),三重區,仁美街108巷13號,三重區公所,(02)29862345,65000020
33,碧華公園,三重區,溪尾街(東區圖書館對面),三重區公所,(02)29862345,65000020
34,福田公園(公二七),三重區,三民街261號對面,三重區公所,(02)29862345,65000020
35,興華公園(公三二),三重區,中華路5號,三重區公所,(02)29862345,65000020
36,重陽公園(公三三),三重區,重陽路1段60巷101號,三重區公所,(02)29862345,65000020
37,重新公園(公四十二),三重區,重新路五段254-1號重新橋下,三重區公所,(02)29862345,65000020
38,"聯邦公園 (公二九)",三重區,中華路125號,三重區公所,(02)29862345,65000020
39,光興公園,三重區,正義南路62號之1旁,三重區公所,(02)29862345,65000020
40,公36同安公園,三重區,正義南路、同安東街交叉口,三重區公所,(02)29862345,65000020
41,公35同安公園,三重區,文化南路、福德南路交叉口,三重區公所,(02)29862345,65000020
42,"菜寮公園 (公十三)",三重區,中寮街57巷18號,三重區公所,(02)29862345,65000020
43,玫瑰公園(公四五),三重區,集美街60號,三重區公所,(02)29862345,65000020
44,大同公園(公九),三重區,大同北路186號,三重區公所,(02)29862345,65000020
45,信義公園(公八),三重區,文化北路、信義西街交叉口,三重區公所,(02)29862345,65000020
46,大智公園,三重區,大同北路61號對面,三重區公所,(02)29862345,65000020
47,"過圳公園 (公十二)",三重區,過圳街19號,三重區公所,(02)29862345,65000020
48,開元公園(公三十),三重區,長元街65巷16弄16號對面,三重區公所,(02)29862345,65000020
49,永德公園(公廿),三重區,自強路三段43巷23號,三重區公所,(02)29862345,65000020
50,小永德公園,三重區,忠孝路一段、大智街口,三重區公所,(02)29862345,65000020
51,後竹圍公園(公廿一),三重區,自強路3段62巷25號對面,三重區公所,(02)29862345,65000020
52,厚德公園(公十九),三重區,忠孝路一段21巷,三重區公所,(02)29862345,65000020
53,和平公園(公廿三、廿四),三重區,忠孝路2段35號,三重區公所,(02)29862345,65000020
54,六合公園(公廿五),三重區,自強路二段50巷,三重區公所,(02)29862345,65000020
55,"三張公園 (公廿二)",三重區,大智街(重陽路四段忠孝路一段),三重區公所,(02)29862345,65000020
56,介壽公園(公十七),三重區,三和路三段〈高速公路匝道〉,三重區公所,(02)29862345,65000020
57,正義公園(公六),三重區,雙園街、文化北路交叉口,三重區公所,(02)29862345,65000020
58,六張公園(公七),三重區,六張街78號前,三重區公所,(02)29862345,65000020
59,三民公園(公廿八),三重區,忠孝路3段40巷51號,三重區公所,(02)29862345,65000020
60,三德公園(公一),三重區,仁昌街109號,三重區公所,(02)29862345,65000020
61,龍濱公園(公三),三重區,秀江街28號,三重區公所,(02)29862345,65000020
62,龍門公園(公二),三重區,仁福街40號前,三重區公所,(02)29862345,65000020
63,中山藝術公園(綠三),三重區,新北大道1段1號旁,三重區公所,(02)29862345,65000020
64,親水公園(兒十),三重區,環河北路(溪美抽水站斜對面),三重區公所,(02)29862345,65000020
65,大山公園,三重區,三賢路與信賢路口,三重區公所,(02)29862345,65000020
66,太陽公園,三重區,集英路與三賢路口,三重區公所,(02)29862345,65000020
67,自然公園(公三),三重區,五華街與集興路口,三重區公所,(02)29862345,65000020
68,進安公園(兒九),三重區,進安街與仁義街口,三重區公所,(02)29862345,65000020
69,集賢環保公園,三重區,五華街與集賢路口,三重區公所,(02)29862345,65000020
70,廣一公園,三重區,自強路四段,三重區公所,(02)29862345,65000020
71,廣二公園,三重區,自強路四段,三重區公所,(02)29862345,65000020
72,大有公園(綠十三),三重區,疏洪東路榖保家商後側,三重區公所,(02)29862345,65000020
73,二重公園(公三十七),三重區,頂崁街210巷口與疏洪東路交叉口,三重區公所,(02)29862345,65000020
74,同仁公園(兒十四),三重區,金華街同仁宮對面,三重區公所,(02)29862345,65000020
75,忠孝公園,三重區,忠孝路三段127巷口,三重區公所,(02)29862345,65000020
76,港墘公園,三重區,環河北路、環河南路、福德南路(台北橋至忠孝橋之間),三重區公所,(02)29862345,65000020
77,新北綠家園(永德段914),三重區,中正北路315巷6弄68號旁,三重區公所,(02)29862345,65000020
78,德厚公園(公四十八),三重區,重新路5段283號對面,三重區公所,(02)29862345,65000020
79,神農公園(兒二十三),三重區,五王北街先嗇宮旁,三重區公所,(02)29862345,65000020
80,谷王公園(兒廿),三重區,五谷王北街161號後側,三重區公所,(02)29862345,65000020
81,頂崁公園(兒十九),三重區,頂崁街,三重區公所,(02)29862345,65000020
82,開元公園(公三十),三重區,開元街1號,三重區公所,(02)29862345,65000020
83,頂崁公園,三重區,興德路旁,三重區公所,(02)29862345,65000020
84,二重公園(公三十七),三重區,疏洪東路二段,三重區公所,(02)29862345,65000020
85,神農百草公園(綠九),三重區,三重區五谷王北街77號(先嗇宮)對面,三重區公所,(02)29862345,65000020
86,中山公園(公七),三峽區,中山路文化路口、仁愛街,三峽區公所,(02)26711017,65000090
87,大同公園(兒五),三峽區,光明路75巷內,三峽區公所,(02)26711017,65000090
88,介壽公園(兒七),三峽區,永安街9巷5號(圖書館旁),三峽區公所,(02)26711017,65000090
89,龍埔公園(防災公園、兒十),三峽區,國光街中段,三峽區公所,(02)26711017,65000090
90,龍恩公園(中悅兒童公園，兒四),三峽區,學成路、國際一街底,三峽區公所,(02)26711017,65000090
91,遠雄海洋公園,三峽區,學勤路、大義路口,三峽區公所,(02)26711017,65000090
92,藍染公園,三峽區,仁愛街47號旁,三峽區公所,(02)26711017,65000090
93,三角圓環公園,三峽區,介壽路、中正路口,三峽區公所,(02)26711017,65000090
94,醒心公園,三峽區,白雞路醒心橋旁,三峽區公所,(02)26711017,65000090
95,溪北河濱公園,三峽區,介壽路三段101之2號旁,三峽區公所,(02)26711017,65000090
96,成福河濱公園,三峽區,成福路成福國小對面,三峽區公所,(02)26711017,65000090
97,礁溪人行廣場,三峽區,礁溪里中華路、光明路間,三峽區公所,(02)26711017,65000090
98,鳶山運動公園,三峽區,鳶峰路,三峽區公所,(02)26711017,65000090
99,龍學公園,三峽區,學成路、大德路口,三峽區公所,(02)26711017,65000090
100,橫溪路120巷簡易公園,三峽區,橫溪路120巷內,三峽區公所,(02)26711017,65000090
101,大埔里運動公園,三峽區,中園街185號對面,三峽區公所,(02)26711017,65000090
102,溪東社區公園,三峽區,溪東路218巷口,三峽區公所,(02)26711017,65000090
103,長福公園(兒九),三峽區,光明路3巷,三峽區公所,(02)26711017,65000090
104,中正公園(兒四),三峽區,永安街95巷,三峽區公所,(02)26711017,65000090
105,太空公園(公十三),三峽區,國光街38巷、三樹路1巷交叉口,三峽區公所,(02)26711017,65000090
106,清水社區公園,土城區,清水路延吉街交叉口,土城區公所,(02)22732000,65000130
107,員林社區公園,土城區,員林街12巷對面,土城區公所,(02)22732000,65000130
108,沛陂公園,土城區,民族路22巷5號旁,土城區公所,(02)22732000,65000130
109,金城公園,土城區,金城路一段127巷,土城區公所,(02)22732000,65000130
110,清和社區公園(公兒五),土城區,明德路一段青山路口,土城區公所,(02)22732000,65000130
111,員福社區公園,土城區,員福街員福橋旁,土城區公所,(02)22732000,65000130
112,仁愛公園,土城區,仁愛路16號旁,土城區公所,(02)22732000,65000130
113,祖田兒童遊戲公園,土城區,溪頭路81號旁,土城區公所,(02)22732000,65000130
114,清華社區公園,土城區,青雲路信義路交界,土城區公所,(02)22732000,65000130
115,頂新公園,土城區,頂埔國小後方,土城區公所,(02)22732000,65000130
116,學成社區公園(公兒三),土城區,學成路91巷旁,土城區公所,(02)22732000,65000130
117,永寧廣場,土城區,土城國中對面,土城區公所,(02)22732000,65000130
118,永豐社區公園(公兒八),土城區,清水路278巷28弄內,土城區公所,(02)22732000,65000130
119,大清水公園(公二),土城區,清水高中對面,土城區公所,(02)22732000,65000130
120,頂埔永福公園,土城區,頂埔祖師廟後方,土城區公所,(02)22732000,65000130
121,原住民生態公園,土城區,永寧路底,土城區公所,(02)22732000,65000130
122,廷寮山林公園,土城區,永豐路255巷,土城區公所,(02)22732000,65000130
123,桐花公園,土城區,承天路153號旁(清濂茶館承天路149號旁),土城區公所,(02)22732000,65000130
124,延和社區公園(公兒一),土城區,延和路250巷(延和段49地號),土城區公所,(02)22732000,65000130
125,仁德公園,土城區,金城路一段127巷,土城區公所,(02)22732000,65000130
126,大墓公公園,土城區,金城路一段千歲路口,土城區公所,(02)22732000,65000130
127,明德公園,土城區,靈恩寺旁,土城區公所,(02)22732000,65000130
128,雲溪廣場(廣五),土城區,青雲路183巷2號旁,土城區公所,(02)22732000,65000130
129,延和廣場,土城區,延和路12巷,土城區公所,(02)22732000,65000130
130,百喬廣場,土城區,明德路一段70巷內,土城區公所,(02)22732000,65000130
131,延壽親子廣場,土城區,延壽路75巷27弄旁,土城區公所,(02)22732000,65000130
132,青山廣場(廣三),土城區,青雲、明德路交叉口,土城區公所,(02)22732000,65000130
133,立雲廣場,土城區,清水路235巷,土城區公所,(02)22732000,65000130
134,青雲廣場(廣六),土城區,家樂福後方,土城區公所,(02)22732000,65000130
135,裕民廣場,土城區,裕民路171巷4號,土城區公所,(02)22732000,65000130
136,柑林廣場(廣七),土城區,金城路二段242巷內,土城區公所,(02)22732000,65000130
137,裕生廣場,土城區,裕生路裕生停車場旁,土城區公所,(02)22732000,65000130
138,金城公園(公五),土城區,金城路一段127巷旁,土城區公所,(02)22732000,65000130
139,青山公園(公兒二五),土城區,明德路一段195巷底,土城區公所,(02)22732000,65000130
140,南區B公園(公九),土城區,明德段314、315地號,土城區公所,(02)22732000,65000130
141,南區C公園(公兒18),土城區,斬龍二街與學士路口,土城區公所,(02)22732000,65000130
142,南區E公園(公7),土城區,斬龍二街與學士路口,土城區公所,(02)22732000,65000130
143,紫藤廊道(南區D公園)公兒16、綠6,土城區,學土路至學府路二段,土城區公所,(02)22732000,65000130
144,紫藤廊道(南區D公園)公兒17,土城區,斬龍二街與學府路二段口,土城區公所,(02)22732000,65000130
145,南區E公園(公兒22),土城區,斬龍二街與學府路二段口,土城區公所,(02)22732000,65000130
146,南區E公園(綠三),土城區,金城路二段土城醫院對面,土城區公所,(02)22732000,65000130
147,綠5,土城區,清水路旁,土城區公所,(02)22732000,65000130
148,南區B公園(公兒19),土城區,青仁路與青隆街口,土城區公所,(02)22732000,65000130
149,南區a公園(公兒20),土城區,青和街與明德路二段口,土城區公所,(02)22732000,65000130
150,運公二公園(公四),土城區,中央路4段67巷及高速公路路口,土城區公所,(02)22732000,65000130
151,運公一公園(公六),土城區,中央路4段87巷,土城區公所,(02)22732000,65000130
152,運公一公園(綠一),土城區,中央路4段67巷,土城區公所,(02)22732000,65000130
153,運公一公園(綠二),土城區,中央路4段67巷,土城區公所,(02)22732000,65000130
154,運公一公園(綠三),土城區,中央路4段67巷,土城區公所,(02)22732000,65000130
155,頂埔公一公園(公1),土城區,236新北市土城區員安路,土城區公所,(02)22732000,65000130
156,斬龍山遺址文化公園,土城區,面臨金城路二段，背倚學士路,新北市政府文化局,(02)29603456分機4551,65000130
157,清穗公園(公廿九),中和區,華順街二巷內民德停車場後方及民德路、華順街口,中和區公所,(02)22482688,65000030
158,華福公園(公廿一),中和區,華福街、和平街口,中和區公所,(02)22482688,65000030
159,明德公園(公七),中和區,民德路208號及274號對面,中和區公所,(02)22482688,65000030
160,安邦公園,中和區,連勝街、安邦街口,中和區公所,(02)22482688,65000030
161,自強公園(公廿),中和區,莒光路、國光街口,中和區公所,(02)22482688,65000030
162,員山公園(公八),中和區,員山路455巷內,中和區公所,(02)22482688,65000030
163,嘉穗公園(公十一),中和區,民利街9巷內,中和區公所,(02)22482688,65000030
164,景新公園(公六),中和區,景新街467巷50弄三介廟旁,中和區公所,(02)22482688,65000030
165,中興公園(公十二),中和區,中興街263巷74號對面,中和區公所,(02)22482688,65000030
166,復興公園(公四),中和區,復興路280巷內,中和區公所,(02)22482688,65000030
167,秀山公園(公七),中和區,自立路15巷內,中和區公所,(02)22482688,65000030
168,中和公園(公四),中和區,中安街、永貞路、安樂路及安平路間,中和區公所,(02)22482688,65000030
169,廟美綠林小徑,中和區,中山路2段181巷旁,中和區公所,(02)22482688,65000030
170,金山板南公園,中和區,板南路(南山路及中興街間),中和區公所,(02)22482688,65000030
171,泰隆公園,中和區,橋和路、福祥路口,中和區公所,(02)22482688,65000030
172,民樂人行廣場,中和區,民樂路17號中和郵局後方,中和區公所,(02)22482688,65000030
173,華新人行廣場,中和區,興南路2段79巷內,中和區公所,(02)22482688,65000030
174,民享藝文特區(公一),中和區,民享街、民治街間,中和區公所,(02)22482688,65000030
175,元隆公園,中和區,立言街與板南路口附近,中和區公所,(02)22482688,65000030
176,壽德公園,中和區,民德路與壽德街,中和區公所,(02)22482688,65000030
177,福美公園,中和區,莊敬街49巷,中和區公所,(02)22482688,65000030
178,瓦窯溝沿線綠帶,中和區,勝利路至水源路127巷間水利地,中和區公所,(02)22482688,65000030
179,廟仔尾溝加蓋綠帶,中和區,中山路二段174巷至莊敬橋間綠帶,中和區公所,(02)22482688,65000030
180,南山溝加蓋綠帶,中和區,南山路到興南路二段74巷間綠帶,中和區公所,(02)22482688,65000030
181,圓通綠廊,中和區,"連勝街至中正路間綠帶 ",中和區公所,(02)22482688,65000030
182,中和大排旁簡易公園,中和區,中山路二段322巷內簡易公園,中和區公所,(02)22482688,65000030
183,中坑公園,中和區,員山路及圓通路交接路口,中和區公所,(02)22482688,65000030
184,興南路二段261巷口綠帶,中和區,興南路二段261巷口,中和區公所,(02)22482688,65000030
185,華中橋四面邊坡綠帶,中和區,華中橋下,中和區公所,(02)22482688,65000030
186,板南抽水站旁綠帶,中和區,板南路中正路口,中和區公所,(02)22482688,65000030
187,花曆公園(公一),中和區,"中原街旁 ",中和區公所,(02)22482688,65000030
188,樟樹公園(公二),中和區,"環河西路三段近永福宮 ",中和區公所,(02)22482688,65000030
189,光之公園(公兒一),中和區,"中原東街與中原五街之間 ",中和區公所,(02)22482688,65000030
190,風之公園(公兒二),中和區,"中原街與中原五街之間 ",中和區公所,(02)22482688,65000030
191,綠之公園(公六),中和區,"中原東街與中原六街之間 ",中和區公所,(02)22482688,65000030
192,水之公園(公七),中和區,"三段中原街與中原二街之間 ",中和區公所,(02)22482688,65000030
193,員勝公園,中和區,中正路二段與員山路交叉口,中和區公所,(02)22482688,65000030
194,錦和運動公園,中和區,新北市中和區錦和路350號,中和區公所,(02)22482688,65000030
195,水碓景觀公園,五股區,水碓二路接外寮路,五股區公所,(02)22916051,65000150
196,石德公園,五股區,水碓路與水碓一路交叉,五股區公所,(02)22916051,65000150
197,獅子頭景觀公園,五股區,孝義路,五股區公所,(02)22916051,65000150
198,成州公園,五股區,西雲路435巷底,五股區公所,(02)22916051,65000150
199,民義公園,五股區,五福路五福橋旁,五股區公所,(02)22916051,65000150
200,坑口公園,五股區,工商路85巷及成泰路2段91巷交叉,五股區公所,(02)22916051,65000150
201,二支郵局對面公園(兒六),五股區,中興路4段48巷19號對面,五股區公所,(02)22916051,65000150
202,朝陽公園,五股區,明德路12巷.自強路87巷,五股區公所,(02)22916051,65000150
203,德音兒童休憩公園(兒七),五股區,蓬萊路6巷.成泰路2段235巷交叉處,五股區公所,(02)22916051,65000150
204,自然湧泉公園,五股區,成泰路1段189巷底,五股區公所,(02)22916051,65000150
205,成德公園(原公二公園),五股區,成泰路四段與成州八路交叉口,五股區公所,(02)22916051,65000150
206,洲子洋公園(原公三公園),五股區,成泰路與洲子路交岔口,五股區公所,(02)22916051,65000150
207,芳洲公園(公五),五股區,芳洲二路與芳洲五路交岔口,五股區公所,(02)22916051,65000150
208,新五公園(兒八),五股區,新五路與中興路交岔口,五股區公所,(02)22916051,65000150
209,綠六綠地,五股區,成泰路二段195巷口.五洲橋旁,五股區公所,(02)22916051,65000150
210,成德人行廣場,五股區,成泰路四段成州派出所旁,五股區公所,(02)22916051,65000150
211,御史路體育公園,五股區,御史路35巷底,五股區公所,(02)22916051,65000150
212,五股防災體健公園(文中二),五股區,新北市五股區成泰路三段與成州八路交叉,五股區公所,(02)22916051,65000150
213,成功運動公園(兒三),五股區,西雲路100巷,五股區公所,(02)22916051,65000150
214,天乙公園(兒一),五股區,新北市五股區天乙路81號對面,五股區公所,(02)22916051,65000150
215,仁愛公園(公六),永和區,保安，仁愛，永平，保生路交界,永和區公所,(02)29282828,65000040
216,公一公園,永和區,保生，保順路口交界處,永和區公所,(02)29282828,65000040
217,大新社區公園,永和區,自強街6巷至8巷間,永和區公所,(02)29282828,65000040
218,中興社區公園,永和區,中興街68巷5弄,永和區公所,(02)29282828,65000040
219,民族街43巷公園,永和區,民族街43巷,永和區公所,(02)29282828,65000040
220,中正橋頭小公園,永和區,永和路2段340號旁,永和區公所,(02)29282828,65000040
221,中正派出所邊小公園,永和區,永和路2段393號旁,永和區公所,(02)29282828,65000040
222,民治街早市公園,永和區,民治街60號對面(民治市場瓦窯溝旁),永和區公所,(02)29282828,65000040
223,雙和里社區公園,永和區,雙和街37巷與中和路305巷交叉口,永和區公所,(02)29282828,65000040
224,竹林路91巷公園,永和區,竹林路91巷,永和區公所,(02)29282828,65000040
225,復興社區公園,永和區,永和路二段286巷底,永和區公所,(02)29282828,65000040
226,水源社區公園,永和區,保平路177巷,永和區公所,(02)29282828,65000040
227,保福社區公園,永和區,保福路三段2號之1,永和區公所,(02)29282828,65000040
228,民族社區公園,永和區,民有街25巷,永和區公所,(02)29282828,65000040
229,正興公園,永和區,中興街10巷31號旁,永和區公所,(02)29282828,65000040
230,永興公園,永和區,豫溪街57巷10弄11號右側（美聯社對面）,永和區公所,(02)29282828,65000040
231,保生綠帶,永和區,新生路218號旁(永和幼兒園保生分班前),永和區公所,(02)29282828,65000040
232,永和國小旁綠美化據點,永和區,永和國小旁（中正路281號旁）,永和區公所,(02)29282828,65000040
233,中正簡易公園,永和區,中正路412巷,永和區公所,(02)29282828,65000040
234,水源段綠地(水源段717-1地號),永和區,永貞路287巷2弄底,永和區公所,(02)29282828,65000040
235,秀朗廣場,永和區,中正路465巷,永和區公所,(02)29282828,65000040
236,民享街黃昏市場公園,永和區,民享街23巷,永和區公所,(02)29282828,65000040
237,三角公園(公九),永和區,永元、永利、林森路,永和區公所,(02)29282828,65000040
