district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27,rps28,rps29,rps30,rps31
中和區,房地(土地+建物)+車位,新北市中和區華新街１０９巷２８號十四樓,17.86,住,,,1121015,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850719,121.27,3,2,2,有,有,13800000,113796,坡道機械,0,1500000,陽台外推；其他增建；,RPXPMLRLIIIGFHF76DA,59.93,0,8.63,有
中和區,房地(土地+建物),新北市中和區秀朗路三段５０巷６弄１１號,31.82,住,,,1121014,土地1建物1車位0,一層，平台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680928,97.58,3,2,2,有,無,22000000,225456,,0,0,陽台外推；其他增建；,RPQNMLNJJIIGFHF97DA,97.58,0,0,無
中和區,房地(土地+建物),新北市中和區中興街２０２巷３９號十四樓,14.84,住,,,1121017,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951110,69.75,2,1,1,有,有,9000000,129032,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLRJJIIGFHF38DA,45.41,0,5.37,有
中和區,房地(土地+建物),新北市中和區景新街４６７巷１１號三樓,20.27,都市：其他:住宅區,,,1121011,土地2建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670807,62.55,2,2,1,有,無,9350000,149480,,0,0,陽台外推；,RPSNMLKKJIIGFHF97DA,62.55,0,0,無
中和區,房地(土地+建物)+車位,新北市中和區員山路３２２之３號七樓,12.44,住,,,1121026,土地1建物1車位1,七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1060110,133.43,2,1,1,有,有,16400000,155172,坡道平面,40.63,2000000,其他增建；,RPWNMLKKJIIGFHF38DA,49.01,6.38,3.11,有
中和區,房地(土地+建物),新北市中和區大勇街１０號四樓之１,16.05,住,,,1121029,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0651127,46.9,3,0,3,有,無,8250000,175906,,0,0,,RPQNMLMKJIIGFHF97DA,46.9,0,0,無
中和區,房地(土地+建物),新北市中和區忠孝街１２６之１號七樓之七,5.27,住,,,1121025,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841201,30.32,1,1,1,有,有,5250000,173153,,0,0,,RPWNMLOKJIIGFHF78DA,21.61,0,4.46,有
中和區,房地(土地+建物),新北市中和區景平路２７８巷１６弄２０號五樓,27.76,住,,,1121010,土地2建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700131,82.75,6,4,2,有,無,11080000,133897,,0,0,頂樓加蓋；其他增建；,RPUOMLOKJIIGFHF68DA,82.75,0,0,無
中和區,房地(土地+建物),新北市中和區大勇街４５巷２２號二樓,31.95,住,,,1121005,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0761216,99.93,3,2,2,有,無,15900000,159111,,0,0,,RPOOMLPKJIIGFHF18DA,89.22,0,10.71,無
中和區,房地(土地+建物)+車位,新北市中和區華新街１３２號九樓,24.7,住,,,1121020,土地1建物1車位1,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810804,169.3,3,2,2,有,有,20000000,118133,坡道平面,0,0,,RPPNMLMJJIIGFHF77DA,139.46,2.58,15.39,有
中和區,房地(土地+建物),新北市中和區圓通路３０５巷５弄７０號,29.29,住,,,1121022,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880409,139.97,3,2,2,有,有,20600000,147174,,0,0,其他增建；,RPUNMLMJJIIGFHF28DA,89.47,0,10.98,有
中和區,房地(土地+建物),新北市中和區中正路６３７巷１２號五樓,23.2,住,,,1121006,土地1建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681001,80.62,3,2,1,有,無,8300000,102952,,0,0,,RPVNMLNJJIIGFHF48DA,80.62,0,0,無
中和區,房地(土地+建物),新北市中和區圓通路２２５號,9.11,都市：其他:住宅區,,,1121024,土地2建物1車位0,一層，二層，騎樓,十六層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0830611,107.61,0,0,0,無,有,13700000,127312,,0,0,,RPXOMLRJJIIGFHF56DA,86.34,0.44,2.55,有
中和區,房地(土地+建物),新北市中和區景平路４３１巷３２號十二樓,14.89,住,,,1121010,土地1建物1車位0,十二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860515,109.99,2,2,2,有,有,18750000,170470,,0,0,其他增建；,RPSPMLTJJIIGFHF98DA,82.9,0,9.48,有
中和區,房地(土地+建物),新北市中和區安平路１３６號五樓,25.2,住,,,1121010,土地1建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671104,117.63,4,2,2,有,無,14600000,124118,,0,0,陽台外推；其他增建；,RPQOMLNKJIIGFHF18DA,117.63,0,0,無
中和區,房地(土地+建物),新北市中和區國光街２１５巷８弄１３號八樓,9.99,住,,,1121016,土地1建物1車位0,八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1111128,79.6,2,1,1,有,有,14750000,185302,,0,0,,RPPQMLNKJIIGFHF28DA,42.59,6.12,4.38,有
中和區,房地(土地+建物),新北市中和區中正路６３７巷２０號二樓,21.02,住,,,1121019,土地1建物1車位0,二層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681221,73.42,2,2,1,有,無,8480000,115500,,0,0,,RPSNMLOKJIIGFHF38DA,73.42,0,0,無
中和區,房地(土地+建物)+車位,新北市中和區景新街５３２號五樓,19.78,住,,,1121028,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860318,144.15,3,2,2,有,有,18980000,131668,坡道機械,0,1500000,陽台外推；,RPXNMLPKJIIGFHF98DA,94.39,0.82,10.07,有
中和區,房地(土地+建物)+車位,新北市中和區中原東街８２號十二樓,38.68,住,,,1121025,土地1建物1車位1,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1060309,204.27,3,2,2,有,有,33038000,161737,坡道平面,36.14,0,,RPPNMLQKJIIGFHF28DA,102.16,0,10.62,有
中和區,房地(土地+建物)+車位,新北市中和區中山路二段２９９號十樓之二,15.8,工,,,1121005,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),商辦用,鋼筋混凝土造,0970114,162.01,3,2,2,有,有,22500000,180712,坡道平面,50.23,2300000,車位編號:21陽台外推；夾層；,RPRNMLQKJIIGFHF48DA,69.28,0.67,11.87,有
中和區,房地(土地+建物),新北市中和區大勇街６０巷１４弄１１號二樓,31.01,住,,,1121021,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0630813,79.42,3,2,1,有,無,11600000,146059,,0,0,,RPPQMLQKJIIGFHF58DA,79.42,0,0,無
中和區,房地(土地+建物),新北市中和區景平路３２９巷２弄１號四樓,3.99,住,,,1121030,土地1建物1車位0,四層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661220,11.11,3,1,1,有,無,700000,63006,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQKJIIGFHF38EA,11.11,0,0,無
中和區,房地(土地+建物),新北市中和區民富街８４巷４號四樓,28.04,住,,,1121011,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660804,68.88,6,0,6,有,無,8500000,123403,,0,0,頂樓加蓋；含租約；,RPVOMLQKJIIGFHF09EA,68.88,0,0,無
中和區,房地(土地+建物),新北市中和區中正路８２５號三樓之三,10.85,都市：其他:住宅區,,,1120915,土地2建物1車位0,三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880915,121.58,4,2,2,有,有,16500000,135713,,0,0,,RPWOMLMKIIIGFHF58DA,89.03,0,7.85,有
中和區,房地(土地+建物),新北市中和區中安街４０巷２號十一樓,12.54,住,,,1120927,土地2建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860502,89.65,3,2,2,有,有,17650000,196877,,0,0,,RPQPMLNJJIIGFHF18DA,65.68,0,8.37,有
中和區,房地(土地+建物)+車位,新北市中和區中山路三段１１４巷２７號四樓,60.93,工,,,1120928,土地2建物1車位1,四層,五層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0860719,336.51,6,2,6,有,有,28000000,83207,坡道平面,0,0,,RPPOMLQJJIIGFHF28DA,263.81,0,0,有
中和區,房地(土地+建物)+車位,新北市中和區中和路１３２號十九樓,19.01,商,,,1120915,土地1建物1車位1,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1020131,238.57,3,2,3,有,有,31000000,129941,坡道平面,19.87,0,,RPPOMLSJJIIGFHF48DA,129.63,9.21,14.04,有
中和區,房地(土地+建物),新北市中和區保健路４４巷２７號三樓,20.11,住,,,1120926,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0620303,61,2,2,1,有,無,8800000,144262,,0,0,其他增建；,RPPNMLTJJIIGFHF48DA,61,0,0,無
中和區,房地(土地+建物),新北市中和區自強路６２巷３號三樓,30.95,住,,,1120903,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,Ｒ．Ｃ造,0630404,95.82,3,2,1,有,無,12500000,130453,,0,0,,RPUNMLOJIIIGFHF38DA,80.22,0,15.6,無
中和區,房地(土地+建物),新北市中和區中正路１２０７號十四樓之三,12.81,,,,1120924,土地2建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),商辦用,鋼筋混凝土造,0961107,103.83,3,2,2,有,有,15260000,146971,,0,0,陽台外推；其他增建；,RPUQMLQKIIIGFHF98DA,72.6,1.22,7.52,有
中和區,房地(土地+建物)+車位,新北市中和區中興街２２０號四樓之二,10.16,住,,,1120924,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0980318,91.76,2,2,1,有,有,16100000,179252,坡道平面,13.1,2000000,其他增建；,RPUNMLKLIIIGFHF18DA,50.26,1.67,2.9,有
中和區,房地(土地+建物),新北市中和區景平路６６９號十一樓之三,14.84,商,,,1120917,土地2建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730623,141.75,4,2,2,有,有,16000000,112875,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLKKJIIGFHF87EA,95.55,0,11.24,有
中和區,房地(土地+建物),新北市中和區員山路５８１巷２弄８號三樓,23.28,工,,,1120918,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),工業用,Ｒ．Ｃ造,0650317,73.76,2,1,1,有,無,7800000,105748,,0,0,陽台外推；,RPROMLMLRHIGFHF98DA,65.1,0,8.66,無
中和區,房地(土地+建物),新北市中和區永和路１０３號五樓,17.54,住,,,1120930,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830310,87.9,2,2,1,有,無,13500000,153584,,0,0,其他增建；,RPSQMLMKIIIGFHF38DA,61.27,0,8.13,有
中和區,房地(土地+建物),新北市中和區連城路３８９巷１４號,31.6,住,,,1120915,土地3建物1車位0,一層，平台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681115,113.66,3,2,1,有,無,23500000,206757,,0,0,本買賣房屋含未登記之地下室使用權。陽台外推；未登記建物；,RPOOMLSKIIIGFHF38DA,113.66,0,0,無
中和區,房地(土地+建物)+車位,新北市中和區保健路４４巷２號二樓,13.28,住,,,1120924,土地1建物1車位1,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821214,111.29,2,2,1,有,無,13700000,123102,坡道平面,0,2200000,陽台外推；其他增建；,RPPNMLMLIIIGFHF87DA,51.08,0.59,7.64,有
中和區,房地(土地+建物),新北市中和區宜安路２３巷２５號四樓,29.12,住,,,1120909,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,Ｒ．Ｃ構架,0610426,82.84,5,3,2,有,無,11350000,137011,,0,0,陽台外推；其他增建；,RPXQMLSKIIIGFHF86DA,65.64,0,17.2,無
中和區,房地(土地+建物)+車位,新北市中和區工專路１３３號,10.78,住,,,1120914,土地1建物1車位1,一層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0890904,78.43,0,0,1,有,有,10250000,188571,坡道平面,34.68,2000000,陽台外推；其他增建；,RPVNMLNLIIIGFHF58DA,31.05,0,6.54,有
中和區,房地(土地+建物)+車位,新北市中和區連城路２５８號十六樓之五,27.97,工,,,1120920,土地1建物1車位2,十六層,十八層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0900227,352.59,0,0,0,無,有,42808000,136125,坡道平面,67.5,4000000,車位編號1021、1024,RPWOMLSJJIIGFHF56DA,187.69,0,0,有
中和區,房地(土地+建物)+車位,新北市中和區中正路７７８之１號二樓,87.98,工,,,1120907,土地1建物2車位2,二層,十三層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土造,0860221,739.68,0,0,0,無,有,67880000,91769,坡道平面,0,0,,RPXOMLTJJIIGFHF76DA,513.99,0,0,有
中和區,房地(土地+建物),新北市中和區自強路２７巷７號二樓,25.15,住,,,1120905,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730813,88.45,3,2,2,有,無,11900000,134539,,0,0,陽台外推；其他增建；,RPXNMLNKJIIGFHF78DA,79.83,0,8.62,無
中和區,房地(土地+建物),新北市中和區中山路三段３５號七樓之六,8.15,工,,,1120924,土地1建物1車位0,七層,十九層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0970519,82.17,2,2,2,有,有,13660000,166241,,0,0,陽台外推；其他增建；,RPXPMLNKJIIGFHF98DA,51.31,0,9.17,有
中和區,房地(土地+建物),新北市中和區板南路４９０號五樓,35.87,工,,,1120928,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0891128,225.45,0,0,0,無,有,24000000,106454,,0,0,,RPTOMLOKJIIGFHF68EA,153.2,0,0,有
中和區,房地(土地+建物),新北市中和區華新街１５１號二樓,27.14,住,,,1120928,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741120,77.47,2,1,1,有,無,5300000,68414,,0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPTNMLNJIIIGFHF18DA,70.41,0,7.06,無
中和區,房地(土地+建物),新北市中和區自強路２７巷２６弄２０號四樓,49.45,住,,,1120930,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680118,101.64,3,2,1,有,無,12000000,118064,,0,0,陽台外推；頂樓加蓋；其他增建；,RPXNMLRJJIIGFHF09DA,101.64,0,0,無
中和區,房地(土地+建物)+車位,新北市中和區中正路６８９號二十一樓之五,11.59,住,,,1120917,土地1建物1車位1,二十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871027,172.25,2,1,2,有,有,21500000,124819,坡道平面,26.58,0,陽台外推；,RPTNMLOKJIIGFHF48DA,94.51,0,14.65,有
中和區,房地(土地+建物),新北市中和區自治街３６號五樓,24.38,住,,,1120915,土地1建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690912,68.36,2,2,1,有,無,7800000,114102,,0,0,陽台外推；頂樓加蓋；其他增建；,RPSNMLNKIIIGFHF18DA,68.36,0,0,無
中和區,房地(土地+建物),新北市中和區南山路２３６巷２０弄２１號四樓,25.43,住,,,1120904,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0660908,74.52,2,2,1,有,無,9700000,130166,,0,0,,RPVNMLSJJIIGFHF98DA,74.52,0,0,無
中和區,房地(土地+建物),新北市中和區莊敬路３３巷１號二樓,24.88,住,,,1120922,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661028,69.81,3,2,1,有,無,10030000,143676,,0,0,,RPTQMLPKJIIGFHF88DA,69.81,0,0,無
中和區,房地(土地+建物),新北市中和區景平路２５９巷２４號三樓,29.01,都市：其他:住宅區,,,1120830,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740123,99.53,3,2,2,有,無,14800000,148699,,0,0,其他增建；,RPPOMLNJJIIGFHF97DA,87.55,0,10.85,無
中和區,房地(土地+建物)+車位,新北市中和區中山路二段４１３號八樓,26.66,工,,,1120816,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,0880423,250.27,0,0,0,無,有,24980000,99812,坡道平面,42.68,0,,RPRNMLTJJIIGFHF78EA,151.44,0,0,有
中和區,房地(土地+建物),新北市中和區立德街９８巷５６號,141.49,工,,,1120801,土地1建物1車位0,全,二層,透天厝,工業用,鋼筋混凝土造,0770511,242.32,2,0,3,有,無,45800000,189006,,0,0,電梯為貨梯頂樓加蓋；其他增建；,RPOPMLNLIIIGFHF08DA,200.29,29.52,12.51,有
中和區,房地(土地+建物),新北市中和區永和路９０巷２弄１５號三樓,38.41,住,,,1120817,土地2建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680523,98.3,3,1,2,有,無,12400000,126144,,0,0,陽台外推；,RPTNMLPLIIIGFHF58DA,98.3,0,0,無
中和區,房地(土地+建物),新北市中和區中和路３２４巷６弄１２號,44.99,住,,,1120821,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0641230,124.01,5,5,5,有,無,20600000,166116,,0,0,其他增建；,RPRNMLOJJIIGFHF18DA,96.56,5.52,21.93,無
中和區,房地(土地+建物),新北市中和區中原三街２８號,16.35,住,,,1120826,土地1建物1車位0,一層,二十七層,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土構造,1060531,72.18,0,0,1,有,有,16380000,226933,,0,0,,RPROMLSJJIIGFHF68DA,43.24,0,9.36,有
中和區,房地(土地+建物),新北市中和區中山路二段３６６巷１號,493,工,,,1120801,土地2建物1車位0,全,二層,透天厝,工業用,鋼筋混凝土造,0751015,830.21,0,0,0,無,無,165000000,198745,,0,0,門前空地可停5部車頂樓加蓋；,RPPNMLPKJIIGFHF28EA,680.24,106.68,43.29,有
中和區,房地(土地+建物)+車位,新北市中和區中原二街４８號二十三樓,40.33,住,,,1120830,土地1建物1車位1,二十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1100125,222.48,3,2,2,有,有,44880000,217232,坡道平面,28.31,2700000,,RPUNMLNJJIIGFHF38DA,110.16,2.87,15.76,有
中和區,房地(土地+建物),新北市中和區大勇街６０巷３３號,35.95,,,,1120117,土地1建物1車位0,全,四層,透天厝,商業用,鋼筋混凝土造,0690410,136.32,2,3,3,有,無,18500000,135710,,0,0,頂樓加蓋；其他增建；,RPTNMLMJJIIGFHF18DA,136.32,0,0,無
中和區,房地(土地+建物)+車位,新北市中和區宜安路９２巷１８號六樓,53.99,,,,1111227,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1030612,293.54,1,2,3,有,有,44150000,166387,坡道平面,43.22,2500000,毛胚屋；,RPUOMLKMIIIGFHF38DA,162.67,9.94,17.1,有
中和區,房地(土地+建物),新北市中和區景平路４０６號,240.37,都市：其他:住宅區,,,1121102,土地2建物1車位0,全,一層,透天厝,住家用,磚造,,86,0,0,0,無,無,117663500,1368180,,0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPTNMLQKJIIGFHF68DA,86,0,0,無
中和區,土地,新和段518-1地號,4.66,都市：其他:道路用地,,,1121102,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,1166500,250322,,0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPVNMLQKJIIGFHF88DA,0,0,0,無
中和區,房地(土地+建物),新北市中和區安樂路２巷１３號,21.07,商,,,1121113,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0580716,36.31,3,2,2,有,無,3600000,99146,,0,0,三樓增建部分另有3房1衛不動產交易總價款中之60萬元係主張無償免除親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPTPMLKLJIIGFHF38DA,36.31,0,0,無
中和區,房地(土地+建物),新北市中和區安樂路２巷１３號,21.07,商,,,1121113,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0580716,36.31,3,2,2,有,無,3600000,99146,,0,0,三樓增建部分另有3房1衛不動產交易總價款中之244萬元係主張無償免除親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPUPMLKLJIIGFHF48DA,36.31,0,0,無
中和區,土地,圓通段831地號,8.9,住,,,1121107,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,670000,75281,,0,0,急買急賣；,RPPOMLKLJIIGFHF97EA,0,0,0,無
中和區,土地,員山段616地號,0.46,住,,,1121110,土地7建物0車位0,,,其他,,,,0,0,0,0,無,無,55776,0,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLLLJIIGFHF18EA,0,0,0,無
中和區,房地(土地+建物),新北市中和區景平路２２１巷２２號,73.91,住,,,1121110,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,,88,3,3,3,有,無,18000000,204545,,0,0,一樓/法定空地增建；一樓沿著增建到二樓,RPSPMLLLJIIGFHF38DA,88,0,0,無
中和區,車位,新北市中和區中正路７００號等地下室底二層,4.21,工,,,1121107,土地1建物1車位2,地下二層,十八層,其他,停車空間,鋼筋混凝土造,0900227,68.41,0,0,0,無,有,4060000,,坡道平面,0,4060000,僅車位交易；,RPVNMLMLJIIGFHF58DA,0,0,0,有
中和區,土地,員山段516-1地號,0.11,住,,,1121110,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,3026,0,,0,0,總價款依公告現值20%；土地增值稅4898元由買方付；本案土地由買方中和海山宮占用。親友、員工、共有人或其他特殊關係間之交易；,RPQNMLLLJIIGFHF08EA,0,0,0,無
中和區,房地(土地+建物),新北市中和區四維街２９號四樓,9.65,住,,,1121106,土地1建物1車位0,四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1010120,92.87,2,2,1,有,有,16200000,174437,,0,0,,RPUNMLNLJIIGFHF58DA,54.62,4.57,4.58,有
中和區,土地,安平段802地號,4.51,都市：其他:道路用地,,,1121108,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,583327,129341,,0,0,包含公共設施保留地用地；,RPPNMLOLJIIGFHF28EA,0,0,0,無
中和區,房地(土地+建物),新北市中和區自立路１６巷２號二樓,30.01,住,,,1121102,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760410,97.92,3,2,2,有,無,14000000,142974,,0,0,增建陽台及法定空地其他增建；,RPPOMLKLJIIGFHF87DA,85.75,0,12.17,無
中和區,車位,新北市中和區安平路７９號地下二層,2.26,住,,,1121121,土地1建物1車位1,地下二層,十五層,其他,停車空間,鋼筋混凝土構造,0850325,37.77,0,0,0,無,有,2350000,,坡道平面,37.77,2350000,僅車位交易；,RPSNMLRLJIIGFHF78DA,0,0,0,有
中和區,車位,新北市中和區成功南路２９號等,1.55,住,,,1121107,土地1建物1車位1,,,其他,,,,13.32,0,0,0,無,有,1180000,,升降機械,13.32,1180000,僅車位交易；,RPQNMLOLJIIGFHF38EA,0,0,0,有
中和區,車位,新北市中和區成功南路２９號等,1.55,住,,,1121107,土地1建物1車位1,,,其他,,,,13.32,0,0,0,無,有,1180000,,升降機械,13.32,1180000,僅車位交易；,RPRNMLOLJIIGFHF48EA,0,0,0,有
中和區,土地,興南段865地號,447.33,都市：其他:道路用地,,,1121114,土地8建物0車位0,,,其他,,,,0,0,0,0,無,無,44599501,99702,,0,0,包含公共設施保留地用地；,RPXNMLOKJIIGFHF88DA,0,0,0,無
中和區,土地,南工段573地號,12.87,都市：其他:道路用地,,,1121114,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,1421697,110466,,0,0,包含公共設施保留地用地；,RPOOMLOKJIIGFHF08DA,0,0,0,無
中和區,車位,新北市中和區中山路二段３０５號等,1.05,工,,,1121108,土地1建物1車位1,,,其他,,,,17.43,0,0,0,無,有,1180000,,坡道機械,17.42,1180000,僅車位交易；,RPPNMLSLJIIGFHF68EA,0,0,0,有
中和區,土地,大同段412-1地號,6.55,都市：其他:人行步道,,,1121109,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,800000,122137,,0,0,包含公共設施保留地用地；,RPUOMLSLJIIGFHF66EA,0,0,0,無
中和區,房地(土地+建物),新北市中和區國光街１８４巷２７弄７號,42.14,住,,,1121013,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0620625,43.34,4,2,2,有,無,9600000,221504,,0,0,其他增建：壹樓空地、頂樓、2樓。親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPQOMLRKIIIGFHF48DA,43.34,0,0,無
中和區,房地(土地+建物),新北市中和區興南路二段１１４巷１６弄４號三樓,29.7,住,,,1121015,土地3建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780414,111.47,3,2,2,有,無,10500000,94196,,0,0,,RPUQMLKLIIIGFHF48DA,90.81,0,10.68,無
中和區,房地(土地+建物)+車位,新北市中和區景新街５７１號四樓,12.94,住,,,1121016,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1020415,126.64,2,2,2,有,有,20580000,162508,坡道機械,0,1800000,,RPWNMLLJJIIGFHF38DA,70.52,2.13,8.33,有
中和區,房地(土地+建物),新北市中和區民利街３號三樓,20.1,都市：其他:住宅區,,,1121014,土地4建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691226,74.61,3,2,1,有,無,8000000,107224,,0,0,陽台外推；其他增建；,RPRNMLMJJIIGFHF97DA,74.61,0,0,無
中和區,房地(土地+建物),新北市中和區景平路２３９巷１６之１號十二樓,8.81,住,,,1121013,土地3建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造、鋼筋混凝土構造,1111216,61.91,1,1,1,有,有,13000000,209982,,0,0,本案總價新台幣壹仟參佰萬元整含土地價款捌佰零陸萬元整；房屋價款肆佰玖拾肆萬元整含稅,RPTOMLPKJIIGFHF68DA,33.32,2.43,3.99,有
中和區,房地(土地+建物),新北市中和區中正路７５３號十五樓之一,3.08,住,,,1121013,土地1建物1車位0,十五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850919,43.4,1,0,1,有,有,7280000,167742,,0,0,,RPSQMLPKJIIGFHF78DA,27.44,0,4.13,有
中和區,房地(土地+建物),新北市中和區連城路５８３巷２９號三樓,36.22,住,,,1121027,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670111,56.48,2,1,1,有,無,5380000,95255,,0,0,陽台外推；,RPTNMLKLJIIGFHF18DA,56.48,0,0,無
