鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,道路名稱,段,分類標籤,Lat,Lng
中和區,房地(土地+建物),新北市中和區工專路９６號十五樓,13.19,住,,,2023-11-30,土地1建物1車位0,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,2020-11-10,95.59,2,2,1,有,有,12550000,131290.0,,0.0,0,,RPOOMLSJJHJGFHF38DA,52.52,4.18,8.2,有,新北市中和區工專路,,新北市中和區工專路,24.9798432,121.5075209
中和區,房地(土地+建物),新北市中和區景新街３３７之１號三十三樓,4.96,商,,,2023-11-20,土地1建物1車位0,三十三層,三十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,2022-02-24,70.26,1,1,1,有,有,17180000,244520.0,,0.0,0,含裝潢費；含傢俱設備費；,RPRNMLKKJHJGFHF87DA,42.04,0.99,4.06,有,新北市中和區景新街,,新北市中和區景新街,24.9912356,121.5119804
中和區,房地(土地+建物)+車位,新北市中和區板南路１９０之１號三樓,19.47,住,,,2023-11-13,土地1建物2車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,2009-11-18,137.93,3,2,2,有,有,22600000,175572.0,塔式車位,19.46,1800000,陽台外推；其他增建；,RPUOMLMJJHJGFHF38DA,74.68,3.32,11.29,有,新北市中和區板南路,,新北市中和區板南路,24.9929558,121.5002328
中和區,房地(土地+建物),新北市中和區圓通路３６７巷１３弄４５號三樓,44.56,都市：其他:住宅區,,,2023-11-13,土地4建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1979-09-14,90.07,3,2,2,有,無,10300000,114356.0,,0.0,0,其他增建；,RPTUMLOJKIIGFHF56DA,90.07,0.0,0.0,無,新北市中和區圓通路,,新北市中和區圓通路,24.9880611,121.4935426
中和區,房地(土地+建物),新北市中和區連城路１７１巷３０號五樓,36.32,住,,,2023-11-18,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,2010-08-31,187.09,3,2,2,有,有,28800000,153937.0,,0.0,0,,RPOOMLMKKIIGFHF97DA,101.54,0.0,12.17,有,新北市中和區連城路,,新北市中和區連城路,24.9969927,121.4958689
中和區,房地(土地+建物),新北市中和區中山路二段２５巷３號三樓,28.5,商,,,2023-11-27,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,1971-10-26,66.06,3,2,1,有,無,10390000,157281.0,,0.0,0,陽台外推；其他增建；,RPUOMLNKKIIGFHF68DA,66.06,0.0,0.0,無,新北市中和區中山路,新北市中和區中山路二段,新北市中和區中山路二段,25.0052753,121.5052806
中和區,房地(土地+建物)+車位,新北市中和區中正路７３６號十四樓之四,34.48,工,,,2023-11-15,土地1建物1車位1,十四層,十八層,住宅大樓(11層含以上有電梯),工商用,鋼筋混凝土造,1999-02-27,365.41,0,0,0,無,有,40300000,110290.0,坡道平面,0.0,0,,RPOQMLOKKIIGFHF38DA,228.69,0.0,0.0,有,新北市中和區中正路,,新北市中和區中正路,24.9976407,121.4858173
中和區,房地(土地+建物)+車位,新北市中和區中原二街４６號十樓,22.2,住,,,2023-11-10,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,2021-01-25,132.04,2,2,1,有,有,24550000,185929.0,坡道平面,28.31,0,,RPPNMLPLKIIGFHF38DA,60.67,3.32,3.73,有,新北市中和區中原二街,,新北市中和區中原二街,25.0104181,121.4882485
中和區,房地(土地+建物),新北市中和區中正路８２號三樓之一,7.53,住,,,2023-11-16,土地1建物1車位0,三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2000-10-14,74.95,2,2,1,有,有,14500000,193462.0,,0.0,0,,RPUOMLTJJHJGFHF09DA,50.7,0.0,9.19,有,新北市中和區中正路,,新北市中和區中正路,24.9938839,121.4998787
中和區,房地(土地+建物),新北市中和區中山路二段２０８號十一樓,7.87,商,,,2023-11-26,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,2017-10-31,91.42,2,1,1,有,有,18000000,196893.0,,0.0,0,,RPPOMLKKJHJGFHF77DA,50.0,4.9,5.24,有,新北市中和區中山路,新北市中和區中山路二段,新北市中和區中山路二段,25.002856,121.499698
中和區,房地(土地+建物),新北市中和區民享街８９巷２弄１０號四樓,23.89,住,,,2023-11-25,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1984-09-06,94.09,3,2,1,有,無,11380000,120948.0,,0.0,0,其他增建；,RPRNMLPKKIIGFHF48DA,85.33,0.0,8.76,無,新北市中和區民享街,,新北市中和區民享街,25.0012372,121.4747528
中和區,房地(土地+建物),新北市中和區莒光路１２９巷１弄５號二樓,31.45,住,,,2023-11-20,土地2建物1車位0,二層，平台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1980-07-17,99.57,3,2,2,有,無,11300000,113488.0,,0.0,0,陽台外推；,RPWOMLLKJHJGFHF58DA,99.57,0.0,0.0,無,新北市中和區莒光路,,新北市中和區莒光路,25.0021724,121.4729684
中和區,房地(土地+建物),新北市中和區秀朗路三段１２８巷３２號五樓,22.62,住,,,2023-11-24,土地1建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1980-09-02,90.24,3,2,1,有,無,9000000,99734.0,,0.0,0,頂樓加蓋；,RPQNMLMKJHJGFHF97DA,90.24,0.0,0.0,無,新北市中和區秀朗路,新北市中和區秀朗路三段,新北市中和區秀朗路三段,24.9936982,121.5247441
中和區,房地(土地+建物),新北市中和區泰和街３０巷７號三樓,22.69,住,,,2023-11-29,土地1建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1979-11-02,86.4,3,2,1,有,無,11300000,130787.0,,0.0,0,,RPQOMLMKJHJGFHF08DA,86.4,0.0,0.0,無,新北市中和區泰和街,,新北市中和區泰和街,25.0006292,121.4991591
中和區,房地(土地+建物),新北市中和區景德街８９巷６弄２號三樓,25.84,住,,,2023-11-28,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,Ｒ．Ｃ造,1976-05-13,88.4,3,2,1,有,無,15350000,173643.0,,0.0,0,其他增建；,RPPOMLPKJHJGFHF28DA,69.6,0.0,18.8,無,新北市中和區景德街,,新北市中和區景德街,24.9912671,121.5160252
中和區,房地(土地+建物)+車位,新北市中和區中山路三段１１４巷６０號十九樓,35.3,住,,,2023-11-30,土地2建物1車位3,十九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,2012-10-19,342.77,4,2,2,有,有,53880000,199312.0,坡道平面,110.07,7500000,,RPUNMLTKKIIGFHF56DA,137.1,3.3,19.8,有,新北市中和區中山路,新北市中和區中山路三段,新北市中和區中山路三段,25.0074889,121.4759306
中和區,房地(土地+建物)+車位,新北市中和區中正路１２０５號十一樓之二,13.09,,,,2023-11-26,土地2建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),商辦用,鋼筋混凝土造,2007-11-07,139.05,3,2,2,有,有,18200000,148576.0,坡道平面,33.38,2500000,陽台外推；,RPPOMLPJJHJGFHF18DA,69.62,0.48,12.61,有,新北市中和區中正路,,新北市中和區中正路,25.0101336,121.4799806
中和區,房地(土地+建物),新北市中和區員山路５４５號二樓,22.38,住,,,2023-11-27,土地1建物2車位0,二層,四層,公寓(5樓含以下無電梯),住家用,ＲＣ構造,1975-11-06,56.32,3,2,1,有,無,7600000,134943.0,,0.0,0,其他增建；,RPSNMLKKJHJGFHF97DA,52.16,0.0,0.0,無,新北市中和區員山路,,新北市中和區員山路,25.0072909,121.479518
中和區,房地(土地+建物),新北市中和區和平街７６巷９弄１０號二樓,36.94,都市：其他:住宅區,,,2023-11-17,土地2建物1車位0,二層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1980-03-26,103.88,6,2,3,有,無,15500000,149211.0,,0.0,0,法定空地、陽台加窗土地:850-3地號買賣總價170000元其餘房地:15330000元含土地增值稅或其他稅費；含地政士服務費；其他；陽台外推；,RPWNMLMKJHJGFHF58DA,103.88,0.0,0.0,無,新北市中和區和平街,,新北市中和區和平街,24.9917106,121.5075365
中和區,房地(土地+建物),新北市中和區更生街７號四樓,23.23,住,,,2023-11-18,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1981-07-13,96.8,3,2,1,有,無,13500000,139463.0,,0.0,0,陽台外推；其他增建；,RPRSMLSJKIIGFHF56DA,87.23,0.0,9.57,無,新北市中和區更生街,,新北市中和區更生街,24.9963878,121.5217341
中和區,房地(土地+建物)+車位,新北市中和區宜安路９２巷１６號十樓,69.97,,,,2023-11-16,土地1建物1車位2,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,2014-06-12,333.66,4,2,3,有,有,51570000,187581.0,坡道平面,86.46,5200000,,RPVOMLPKKIIGFHF98DA,161.09,9.94,15.92,有,新北市中和區宜安路,,新北市中和區宜安路,24.9979738,121.5113962
中和區,房地(土地+建物),新北市中和區立德街７２巷６號,192.8,工,,,2023-10-26,土地1建物1車位0,全,二層,透天厝,辦公用,鋼筋混凝土造,1985-11-25,297.16,0,0,0,無,無,67500000,227150.0,,0.0,0,工業區：透天廠辦,RPQOMLRLKIIGFHF78DA,267.24,14.96,14.96,無,新北市中和區立德街,,新北市中和區立德街,25.0077636,121.4879391
中和區,房地(土地+建物),新北市中和區立德街７２巷８號,187.51,工,,,2023-10-26,土地1建物1車位0,全,二層,透天厝,辦公用,鋼筋混凝土造,1985-11-25,292.4,0,0,0,無,無,67500000,230848.0,,0.0,0,工業區：透天廠辦,RPROMLRLKIIGFHF88DA,262.48,14.96,14.96,無,新北市中和區立德街,,新北市中和區立德街,25.0080385,121.4880715
中和區,房地(土地+建物)+車位,新北市中和區中原東街８２號七樓,38.68,住,,,2023-10-07,土地1建物1車位1,七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,2017-03-09,204.27,3,2,2,有,有,33700000,164978.0,坡道平面,36.14,0,,RPWPMLPJJHJGFHF98DA,102.16,0.0,10.62,有,新北市中和區中原東街,,新北市中和區中原東街,25.0127687,121.4872552
中和區,房地(土地+建物),新北市中和區大智街２３巷２弄９號三樓,24.1,住,,,2023-10-26,土地1建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1978-06-29,85.47,3,2,2,有,無,10200000,119340.0,,0.0,0,陽台外推；,RPRNMLPJJHJGFHF28DA,85.47,0.0,0.0,無,新北市中和區大智街,,新北市中和區大智街,24.9923854,121.5202415
中和區,房地(土地+建物),新北市中和區中山路三段１２０之１４號九樓,18.56,工,,,2023-10-25,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土造,1995-07-22,135.15,3,2,2,有,有,16600000,122826.0,,0.0,0,陽台外推；,RPXOMLTJJHJGFHF76DA,101.21,8.54,12.64,有,新北市中和區中山路,新北市中和區中山路三段,新北市中和區中山路三段,25.0085769,121.4739002
中和區,房地(土地+建物)+車位,新北市中和區華新街１０９巷５５號十四樓,22.2,住,,,2023-10-31,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1999-09-18,149.52,3,2,2,有,有,16600000,111022.0,坡道平面,39.77,0,其他增建；,RPVVMLSLJIIGFHF37DA,71.93,0.0,10.63,有,新北市中和區華新街,,新北市中和區華新街,24.9789581,121.5101313
中和區,房地(土地+建物),新北市中和區景平路１１９號六樓之２,8.29,住,,,2023-10-09,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,2017-08-23,65.19,1,1,1,有,有,11750000,180242.0,,0.0,0,,RPUNMLSKKIIGFHF09DA,36.66,2.6,5.05,有,新北市中和區景平路,,新北市中和區景平路,24.9918878,121.5165884
中和區,房地(土地+建物)+車位,新北市中和區中山路二段３３２巷２１號八樓,14.29,工,,,2023-10-03,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土構造,2017-01-18,125.68,0,0,0,無,有,14100000,112190.0,坡道平面,33.57,0,,RPROMLSJJHJGFHF68DA,52.64,1.24,4.42,有,新北市中和區中山路,新北市中和區中山路二段,新北市中和區中山路二段,25.0026409,121.494271
中和區,房地(土地+建物)+車位,新北市中和區中原二街１６號十八樓,99.52,住,,,2023-09-26,土地1建物1車位4,十八層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,2017-05-31,594.4,0,0,4,有,有,99760000,199482.0,坡道平面,146.44,10400000,車位總價無法拆分個別價格。,RPUNMLPLKIIGFHF88DA,262.21,0.0,28.84,有,新北市中和區中原二街,,新北市中和區中原二街,25.0101724,121.4887674
中和區,房地(土地+建物)+車位,新北市中和區景平路２９０號五樓之三,3.74,住,,,2023-09-22,土地1建物1車位1,五層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2002-08-16,65.41,2,1,1,有,有,10500000,160526.0,坡道機械,22.13,0,夾層；,RPQNMLQLKIIGFHF58DA,28.5,0.0,2.74,有,新北市中和區景平路,,新北市中和區景平路,24.9930177,121.5133585
中和區,房地(土地+建物),新北市中和區國光街１０２巷１１弄２６號五樓,25.9,住,,,2023-09-03,土地1建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1980-11-03,84.13,4,0,4,有,無,13360000,158802.0,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPOOMLOJJHJGFHF97DA,84.13,0.0,0.0,無,新北市中和區國光街,,新北市中和區國光街,25.0015607,121.4707687
中和區,房地(土地+建物),新北市中和區中正路１６７巷５４號二樓,20.02,住,,,2023-08-03,土地2建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2007-02-12,131.05,3,2,2,有,有,20800000,158718.0,,0.0,0,陽台外推；其他增建；,RPTQMLLKKIIGFHF58DA,87.0,4.59,10.04,有,新北市中和區中正路,,新北市中和區中正路,24.9924464,121.498789
中和區,房地(土地+建物)+車位,新北市中和區中原二街１６號二十五樓,100.27,住,,,2023-08-29,土地1建物1車位4,二十五層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,2017-05-31,597.62,0,0,4,有,有,103000000,206569.0,坡道平面,146.44,9800000,車位總價無法拆分個別價格。,RPVNMLPLKIIGFHF98DA,264.25,0.0,28.84,有,新北市中和區中原二街,,新北市中和區中原二街,25.0101724,121.4887674
中和區,房地(土地+建物),新北市中和區中山路二段３３２巷２７號六樓,12.42,工,,,2023-08-14,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土構造,2017-01-18,93.15,0,1,0,有,有,13090000,140526.0,,0.0,0,,RPUNMLPJJHJGFHF58DA,52.64,1.24,4.42,有,新北市中和區中山路,新北市中和區中山路二段,新北市中和區中山路二段,25.0027885,121.4942105
中和區,房地(土地+建物),新北市中和區中山路二段３３２巷２９號六樓,21.26,工,,,2023-08-14,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土構造,2017-01-18,161.54,3,2,2,有,有,20910000,129442.0,,0.0,0,,RPWNMLPJJHJGFHF78DA,87.54,8.26,5.4,有,新北市中和區中山路,新北市中和區中山路二段,新北市中和區中山路二段,25.0028873,121.4940842
中和區,房地(土地+建物),新北市中和區中山路二段３０５號五樓之十三,12.81,工,,,2023-08-27,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),商辦用,鋼筋混凝土造,2008-01-14,107.48,2,2,2,有,有,17680000,164496.0,,0.0,0,陽台外推；夾層；其他增建；,RPUOMLNLJIIGFHF68DA,59.95,0.84,17.96,有,新北市中和區中山路,新北市中和區中山路二段,新北市中和區中山路二段,25.0020931,121.4949492
中和區,房地(土地+建物),新北市中和區南山路２６２之１號七樓,11.72,住,,,2022-11-03,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,2023-10-23,82.7,2,2,1,有,有,11200000,135429.0,,0.0,0,預售屋、或土地及建物分件登記案件；,RPXOMLRLJIIGFHF76DA,48.4,2.34,3.91,有,新北市中和區南山路,,新北市中和區南山路,24.9883231,121.5077585
中和區,房地(土地+建物)+車位,新北市中和區建八路１９８號十五樓,107.41,都市：其他:乙種工業區,,,2022-03-22,土地1建物1車位8,十五層,十七層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土構造,2023-11-07,840.06,0,0,0,無,有,96400000,123441.0,坡道平面,200.08,17400000,銷售面積與登記面積產生的價差另行找補。於111年6月8日加購2個車位B1FH11106100001預售屋、或土地及建物分件登記案件；,RPSPMLSJKIIGFHF98DA,388.37,0.0,0.0,有,新北市中和區建八路,,新北市中和區建八路,24.9986311,121.4913574
中和區,房地(土地+建物)+車位,新北市中和區建八路２１８號十六樓,86.67,都市：其他:乙種工業區,,,2022-03-25,土地1建物1車位3,十六層,十七層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土構造,2023-11-07,615.18,0,0,0,無,有,71880000,121966.0,坡道平面,75.03,6000000,銷售面積與登記面積產生的價差另行找補。預售屋、或土地及建物分件登記案件；,RPSOMLMLKIIGFHF48DA,313.35,23.14,0.0,有,新北市中和區建八路,,新北市中和區建八路,24.9985898,121.4914009
中和區,房地(土地+建物)+車位,新北市中和區建八路１９８號十樓,102.52,都市：其他:乙種工業區,,,2022-01-07,土地1建物1車位5,十層,十七層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土構造,2023-11-07,738.43,0,0,0,無,有,83600000,119013.0,坡道平面,125.05,10600000,銷售面積與登記面積產生的價差另行找補。預售屋、或土地及建物分件登記案件；,RPQOMLSJKIIGFHF68DA,370.71,5.41,0.0,有,新北市中和區建八路,,新北市中和區建八路,24.9986311,121.4913574
中和區,房地(土地+建物)+車位,新北市中和區建八路２１０號九樓,99.44,都市：其他:乙種工業區,,,2022-01-06,土地1建物1車位4,九層,十七層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土構造,2023-11-07,699.83,0,0,0,無,有,79800000,117708.0,坡道平面,100.04,9200000,銷售面積與登記面積產生的價差另行找補。預售屋、或土地及建物分件登記案件；,RPUPMLOKKIIGFHF88DA,359.67,9.94,0.0,有,新北市中和區建八路,,新北市中和區建八路,24.9986673,121.4913671
中和區,房地(土地+建物)+車位,新北市中和區建八路２００號十七樓,49.88,都市：其他:乙種工業區,,,2022-01-07,土地1建物1車位3,十七層,十七層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土構造,2023-11-07,372.84,0,0,0,無,有,44180000,128203.0,坡道平面,75.03,6000000,銷售面積與登記面積產生的價差另行找補。於民國112年6月13日讓渡預售屋、或土地及建物分件登記案件；,RPSQMLQLKIIGFHF09DA,180.49,0.0,0.0,有,新北市中和區建八路,,新北市中和區建八路,24.9985193,121.4914106
中和區,房地(土地+建物)+車位,新北市中和區建八路１９８號九樓,102.52,都市：其他:乙種工業區,,,2021-10-26,土地1建物1車位3,九層,十七層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土構造,2023-11-07,688.4,0,0,0,無,有,78020000,116928.0,坡道平面,75.03,6300000,銷售面積與登記面積產生的價差另行找補預售屋、或土地及建物分件登記案件；,RPXNMLOJKIIGFHF88DA,370.71,5.41,0.0,有,新北市中和區建八路,,新北市中和區建八路,24.9986311,121.4913574
中和區,房地(土地+建物)+車位,新北市中和區建八路２０６號十二樓,56.15,都市：其他:乙種工業區,,,2021-10-15,土地1建物1車位2,十二層,十七層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土構造,2023-11-07,385.23,0,0,0,無,有,44600000,121118.0,坡道平面,50.02,4000000,銷售面積與登記面積產生的價差另行找補。於民國111年11月11日讓渡預售屋、或土地及建物分件登記案件；,RPUOMLOKKIIGFHF78DA,203.17,0.0,0.0,有,新北市中和區建八路,,新北市中和區建八路,24.9985357,121.4914181
中和區,房地(土地+建物)+車位,新北市中和區秀朗路三段２８號九樓,16.93,住,,,2021-09-25,土地2建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,2023-09-27,123.72,3,2,2,有,有,20100000,162464.0,其他,0.0,1500000,預售屋、或土地及建物分件登記案件；,RPPPMLKKJHJGFHF87DA,62.36,7.78,5.59,有,新北市中和區秀朗路,新北市中和區秀朗路三段,新北市中和區秀朗路三段,24.9961849,121.5263686
中和區,房地(土地+建物),新北市中和區秀朗路三段２８號三樓,16.93,住,,,2021-09-25,土地2建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,2023-09-27,113.39,3,2,2,有,有,16700000,147279.0,,0.0,0,本買賣合約於110年11月30日簽立第一次轉讓同意書，買賣總價不變；本買賣合約於112年6月26日簽立第二次轉讓同意書，買賣總價不變預售屋、或土地及建物分件登記案件；,RPTPMLKKJHJGFHF28DA,62.36,7.78,5.59,有,新北市中和區秀朗路,新北市中和區秀朗路三段,新北市中和區秀朗路三段,24.9961849,121.5263686
中和區,房地(土地+建物)+車位,新北市中和區建八路１９８號十一樓,102.52,工,,,2021-09-24,土地1建物1車位3,十一層,十七層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土構造,2023-11-07,686.15,0,0,0,無,有,78500000,118307.0,坡道平面,75.03,6200000,銷售面積與登記面積產生的價差另行找補預售屋、或土地及建物分件登記案件；,RPUOMLOJKIIGFHF68DA,370.71,5.41,0.0,有,新北市中和區建八路,,新北市中和區建八路,24.9986311,121.4913574
中和區,房地(土地+建物)+車位,新北市中和區建八路２００號十一樓,52.11,工,,,2021-09-24,土地1建物1車位2,十一層,十七層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土構造,2023-11-07,358.16,0,0,0,無,有,41580000,121958.0,坡道平面,50.02,4000000,銷售面積與登記面積產生的價差另行找補預售屋、或土地及建物分件登記案件；,RPVOMLOJKIIGFHF78DA,188.59,0.0,0.0,有,新北市中和區建八路,,新北市中和區建八路,24.9985193,121.4914106
中和區,房地(土地+建物)+車位,新北市中和區建八路２０２號十一樓,52.0,工,,,2021-09-24,土地1建物1車位2,十一層,十七層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土構造,2023-11-07,357.53,0,0,0,無,有,41460000,121817.0,坡道平面,50.02,4000000,銷售面積與登記面積產生的價差另行找補預售屋、或土地及建物分件登記案件；,RPWOMLOJKIIGFHF88DA,188.2,0.0,0.0,有,新北市中和區建八路,,新北市中和區建八路,24.998495,121.4915257
中和區,房地(土地+建物)+車位,新北市中和區建八路２０６號十一樓,56.15,工,,,2021-09-24,土地1建物1車位2,十一層,十七層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土構造,2023-11-07,381.99,0,0,0,無,有,44360000,121577.0,坡道平面,50.02,4000000,銷售面積與登記面積產生的價差另行找補預售屋、或土地及建物分件登記案件；,RPXOMLOJKIIGFHF98DA,203.17,0.0,0.0,有,新北市中和區建八路,,新北市中和區建八路,24.9985357,121.4914181
中和區,房地(土地+建物)+車位,新北市中和區建八路２０８號十一樓,53.81,工,,,2021-09-24,土地1建物1車位2,十一層,十七層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土構造,2023-11-07,368.07,0,0,0,無,有,42660000,121553.0,坡道平面,50.02,4000000,銷售面積與登記面積產生的價差另行找補預售屋、或土地及建物分件登記案件；,RPOPMLOJKIIGFHF18DA,194.65,0.0,0.0,有,新北市中和區建八路,,新北市中和區建八路,24.9986665,121.4913238
中和區,房地(土地+建物)+車位,新北市中和區建八路２１０號十一樓,99.44,工,,,2021-09-24,土地1建物1車位3,十一層,十七層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土構造,2023-11-07,672.64,0,0,0,無,有,76280000,117267.0,坡道平面,75.03,6200000,銷售面積與登記面積產生的價差另行找補預售屋、或土地及建物分件登記案件；,RPPPMLOJKIIGFHF28DA,359.67,9.94,0.0,有,新北市中和區建八路,,新北市中和區建八路,24.9986673,121.4913671
中和區,房地(土地+建物)+車位,新北市中和區建八路２１２號十一樓,49.03,工,,,2021-09-24,土地1建物1車位2,十一層,十七層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土構造,2023-11-07,343.09,0,0,0,無,有,38500000,117719.0,坡道平面,50.02,4000000,銷售面積與登記面積產生的價差另行找補預售屋、或土地及建物分件登記案件；,RPQPMLOJKIIGFHF38DA,177.43,3.17,0.0,有,新北市中和區建八路,,新北市中和區建八路,25.0024285,121.4940554
中和區,房地(土地+建物)+車位,新北市中和區建八路２１６號十一樓,75.08,工,,,2021-09-24,土地1建物1車位2,十一層,十七層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土構造,2023-11-07,496.39,0,0,0,無,有,57880000,120259.0,坡道平面,50.02,4200000,銷售面積與登記面積產生的價差另行找補預售屋、或土地及建物分件登記案件；,RPRPMLOJKIIGFHF48DA,271.24,3.17,0.0,有,新北市中和區建八路,,新北市中和區建八路,24.9984157,121.4914779
中和區,房地(土地+建物)+車位,新北市中和區建八路２１８號十一樓,86.67,工,,,2021-09-24,土地1建物1車位2,十一層,十七層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土構造,2023-11-07,592.54,0,0,0,無,有,69380000,120512.0,坡道平面,50.02,4000000,銷售面積與登記面積產生的價差另行找補預售屋、或土地及建物分件登記案件；,RPSPMLOJKIIGFHF58DA,313.35,4.46,26.08,有,新北市中和區建八路,,新北市中和區建八路,24.9985898,121.4914009
中和區,房地(土地+建物)+車位,新北市中和區建八路２０６號五樓,150.16,都市：其他:乙種工業區,,,2021-09-17,土地1建物1車位22,五層,十七層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土構造,2023-11-07,1454.25,0,0,0,無,有,144580000,112364.0,坡道平面,550.22,43000000,銷售面積與登記面積產生的價差另行找補。於民國111年5月19日加購10個車位B1FH11105230004及111年11月4日加購2個車位B1FH11111080004預售屋、或土地及建物分件登記案件；,RPVOMLNKKIIGFHF78DA,543.23,13.11,0.0,有,新北市中和區建八路,,新北市中和區建八路,24.9985357,121.4914181
中和區,房地(土地+建物)+車位,新北市中和區秀朗路三段２８號二樓,15.17,住,,,2021-08-17,土地2建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,2023-09-27,114.66,3,2,2,有,有,18500000,161347.0,其他,0.0,1500000,預售屋、或土地及建物分件登記案件；,RPRPMLKKJHJGFHF08DA,62.36,2.41,5.59,有,新北市中和區秀朗路,新北市中和區秀朗路三段,新北市中和區秀朗路三段,24.9961849,121.5263686
中和區,房地(土地+建物),新北市中和區秀朗路三段３０號十一樓,13.03,住,,,2021-07-19,土地2建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,2023-09-27,87.31,2,2,1,有,有,15240000,174550.0,,0.0,0,本買賣合約於111年01月18日簽立轉讓同意書，買賣總價不變預售屋、或土地及建物分件登記案件；,RPRQMLSJJIIGFHF88DA,49.13,4.2,4.94,有,新北市中和區秀朗路,新北市中和區秀朗路三段,新北市中和區秀朗路三段,24.9962104,121.5263619
